raceId,team,points,circuitId,year
1077,Ferrari,8.0,21,2022
1077,Ferrari,0.0,21,2022
1078,Ferrari,18.0,79,2022
1078,Ferrari,15.0,79,2022
1079,Ferrari,12.0,4,2022
1079,Ferrari,0.0,4,2022
1080,Ferrari,18.0,6,2022
1080,Ferrari,12.0,6,2022
1081,Ferrari,0.0,73,2022
1081,Ferrari,0.0,73,2022
1037,Ferrari,0.0,13,2020
1036,Ferrari,0.0,4,2020
1036,Ferrari,6.0,4,2020
1035,Ferrari,0.0,9,2020
995,Ferrari,25.0,7,2018
995,Ferrari,8.0,7,2018
996,Ferrari,15.0,34,2018
996,Ferrari,10.0,34,2018
997,Ferrari,18.0,70,2018
997,Ferrari,15.0,70,2018
998,Ferrari,25.0,9,2018
998,Ferrari,15.0,9,2018
999,Ferrari,15.0,10,2018
999,Ferrari,0.0,10,2018
1000,Ferrari,18.0,11,2018
994,Ferrari,12.0,6,2018
1000,Ferrari,15.0,11,2018
1001,Ferrari,0.0,13,2018
1002,Ferrari,18.0,14,2018
1002,Ferrari,12.0,14,2018
1003,Ferrari,15.0,15,2018
1003,Ferrari,10.0,15,2018
1004,Ferrari,15.0,71,2018
1004,Ferrari,12.0,71,2018
1005,Ferrari,10.0,22,2018
1005,Ferrari,8.0,22,2018
1006,Ferrari,25.0,69,2018
1006,Ferrari,12.0,69,2018
1001,Ferrari,25.0,13,2018
994,Ferrari,18.0,6,2018
993,Ferrari,0.0,4,2018
993,Ferrari,12.0,4,2018
980,Ferrari,12.0,13,2017
981,Ferrari,15.0,14,2017
981,Ferrari,10.0,14,2017
982,Ferrari,0.0,15,2017
982,Ferrari,0.0,15,2017
983,Ferrari,12.0,2,2017
983,Ferrari,0.0,2,2017
984,Ferrari,10.0,22,2017
984,Ferrari,0.0,22,2017
985,Ferrari,18.0,69,2017
985,Ferrari,15.0,69,2017
986,Ferrari,15.0,32,2017
986,Ferrari,12.0,32,2017
987,Ferrari,25.0,18,2017
987,Ferrari,15.0,18,2017
988,Ferrari,15.0,24,2017
988,Ferrari,12.0,24,2017
989,Ferrari,25.0,1,2018
989,Ferrari,15.0,1,2018
990,Ferrari,25.0,3,2018
990,Ferrari,0.0,3,2018
991,Ferrari,15.0,17,2018
991,Ferrari,4.0,17,2018
992,Ferrari,18.0,73,2018
992,Ferrari,12.0,73,2018
1007,Ferrari,18.0,32,2018
979,Ferrari,18.0,11,2017
1007,Ferrari,15.0,32,2018
1008,Ferrari,8.0,18,2018
1023,Ferrari,0.0,14,2019
1024,Ferrari,25.0,15,2019
1024,Ferrari,18.0,15,2019
1025,Ferrari,15.0,71,2019
1025,Ferrari,0.0,71,2019
1026,Ferrari,18.0,22,2019
1026,Ferrari,8.0,22,2019
1027,Ferrari,18.0,32,2019
1027,Ferrari,13.0,32,2019
1031,Ferrari,18.0,70,2020
1031,Ferrari,1.0,70,2020
1023,Ferrari,25.0,14,2019
1028,Ferrari,13.0,69,2019
1029,Ferrari,0.0,18,2019
1029,Ferrari,0.0,18,2019
1030,Ferrari,15.0,24,2019
1030,Ferrari,10.0,24,2019
1032,Ferrari,0.0,70,2020
1032,Ferrari,0.0,70,2020
1033,Ferrari,8.0,11,2020
1033,Ferrari,0.0,11,2020
1034,Ferrari,15.0,9,2020
1034,Ferrari,1.0,9,2020
1035,Ferrari,12.0,9,2020
1028,Ferrari,0.0,69,2019
1022,Ferrari,13.0,13,2019
1022,Ferrari,25.0,13,2019
1021,Ferrari,12.0,11,2019
1009,Ferrari,18.0,24,2018
1009,Ferrari,0.0,24,2018
1010,Ferrari,12.0,1,2019
1010,Ferrari,10.0,1,2019
1011,Ferrari,16.0,3,2019
1011,Ferrari,10.0,3,2019
1012,Ferrari,15.0,17,2019
1012,Ferrari,10.0,17,2019
1013,Ferrari,15.0,73,2019
1013,Ferrari,11.0,73,2019
1014,Ferrari,12.0,4,2019
1014,Ferrari,10.0,4,2019
1015,Ferrari,18.0,6,2019
1015,Ferrari,0.0,6,2019
1016,Ferrari,18.0,7,2019
1016,Ferrari,15.0,7,2019
1017,Ferrari,15.0,34,2019
1017,Ferrari,11.0,34,2019
1018,Ferrari,18.0,70,2019
1018,Ferrari,12.0,70,2019
1019,Ferrari,15.0,9,2019
1019,Ferrari,0.0,9,2019
1020,Ferrari,18.0,10,2019
1020,Ferrari,0.0,10,2019
1021,Ferrari,15.0,11,2019
1008,Ferrari,15.0,18,2018
855,Ferrari,18.0,22,2011
854,Ferrari,2.0,15,2011
854,Ferrari,12.0,15,2011
789,Ferrari,8.0,9,1956
789,Ferrari,3.0,9,1956
789,Ferrari,0.0,9,1956
789,Ferrari,0.0,9,1956
789,Ferrari,3.0,9,1956
789,Ferrari,0.0,9,1956
790,Ferrari,9.0,20,1956
790,Ferrari,0.0,20,1956
790,Ferrari,0.0,20,1956
790,Ferrari,0.0,20,1956
790,Ferrari,0.0,20,1956
788,Ferrari,0.0,55,1956
790,Ferrari,0.0,20,1956
791,Ferrari,0.0,14,1956
791,Ferrari,0.0,14,1956
791,Ferrari,0.0,14,1956
791,Ferrari,0.0,14,1956
791,Ferrari,0.0,14,1956
791,Ferrari,3.0,14,1956
791,Ferrari,0.0,14,1956
792,Ferrari,2.0,25,1955
792,Ferrari,1.33,25,1955
792,Ferrari,0.0,25,1955
792,Ferrari,2.0,25,1955
791,Ferrari,3.0,14,1956
792,Ferrari,2.0,25,1955
788,Ferrari,0.0,55,1956
788,Ferrari,6.0,55,1956
782,Ferrari,0.0,65,1957
783,Ferrari,4.0,14,1957
783,Ferrari,0.0,14,1957
783,Ferrari,0.0,14,1957
783,Ferrari,0.0,14,1957
784,Ferrari,5.0,25,1956
784,Ferrari,2.0,25,1956
784,Ferrari,0.0,25,1956
784,Ferrari,0.0,25,1956
784,Ferrari,0.0,25,1956
784,Ferrari,5.0,25,1956
788,Ferrari,4.0,55,1956
785,Ferrari,3.0,6,1956
785,Ferrari,0.0,6,1956
785,Ferrari,0.0,6,1956
785,Ferrari,0.0,6,1956
785,Ferrari,4.0,6,1956
785,Ferrari,1.5,6,1956
787,Ferrari,8.0,13,1956
787,Ferrari,6.0,13,1956
787,Ferrari,0.0,13,1956
787,Ferrari,0.0,13,1956
787,Ferrari,0.0,13,1956
788,Ferrari,8.0,55,1956
785,Ferrari,1.5,6,1956
792,Ferrari,1.33,25,1955
792,Ferrari,1.33,25,1955
793,Ferrari,8.0,6,1955
801,Ferrari,6.0,13,1954
801,Ferrari,1.5,13,1954
801,Ferrari,0.0,13,1954
801,Ferrari,0.0,13,1954
801,Ferrari,0.0,13,1954
801,Ferrari,1.5,13,1954
802,Ferrari,4.0,55,1954
802,Ferrari,0.0,55,1954
802,Ferrari,0.0,55,1954
802,Ferrari,0.0,55,1954
802,Ferrari,0.0,55,1954
799,Ferrari,0.0,25,1954
803,Ferrari,8.14,9,1954
803,Ferrari,2.0,9,1954
803,Ferrari,0.0,9,1954
803,Ferrari,0.0,9,1954
803,Ferrari,0.0,9,1954
804,Ferrari,3.0,20,1954
804,Ferrari,4.0,20,1954
804,Ferrari,0.0,20,1954
804,Ferrari,0.0,20,1954
804,Ferrari,0.0,20,1954
804,Ferrari,0.0,20,1954
804,Ferrari,3.0,20,1954
803,Ferrari,6.14,9,1954
799,Ferrari,0.0,25,1954
799,Ferrari,0.0,25,1954
799,Ferrari,3.0,25,1954
793,Ferrari,3.0,6,1955
793,Ferrari,0.0,6,1955
793,Ferrari,0.0,6,1955
793,Ferrari,0.0,6,1955
795,Ferrari,4.0,13,1955
795,Ferrari,3.0,13,1955
795,Ferrari,0.0,13,1955
795,Ferrari,0.0,13,1955
795,Ferrari,0.0,13,1955
796,Ferrari,2.0,39,1955
796,Ferrari,0.0,39,1955
796,Ferrari,0.0,39,1955
796,Ferrari,0.0,39,1955
797,Ferrari,0.0,58,1955
797,Ferrari,0.0,58,1955
797,Ferrari,0.0,58,1955
797,Ferrari,0.0,58,1955
798,Ferrari,4.0,14,1955
798,Ferrari,0.0,14,1955
798,Ferrari,0.0,14,1955
798,Ferrari,0.0,14,1955
798,Ferrari,0.0,14,1955
798,Ferrari,0.0,14,1955
799,Ferrari,6.0,25,1954
799,Ferrari,5.0,25,1954
781,Ferrari,3.0,20,1957
781,Ferrari,4.0,20,1957
781,Ferrari,6.0,20,1957
780,Ferrari,0.0,58,1957
758,Ferrari,0.0,39,1959
758,Ferrari,0.0,39,1959
758,Ferrari,0.0,39,1959
759,Ferrari,8.0,55,1959
759,Ferrari,6.0,55,1959
759,Ferrari,3.0,55,1959
759,Ferrari,0.0,55,1959
759,Ferrari,0.0,55,1959
761,Ferrari,9.0,61,1959
761,Ferrari,6.0,61,1959
761,Ferrari,4.0,61,1959
758,Ferrari,2.0,39,1959
761,Ferrari,0.0,61,1959
762,Ferrari,0.0,62,1959
762,Ferrari,0.0,62,1959
763,Ferrari,7.0,14,1959
763,Ferrari,3.0,14,1959
763,Ferrari,2.0,14,1959
763,Ferrari,0.0,14,1959
763,Ferrari,0.0,14,1959
764,Ferrari,4.0,63,1959
764,Ferrari,0.0,63,1959
764,Ferrari,0.0,63,1959
764,Ferrari,0.0,63,1959
762,Ferrari,4.0,62,1959
756,Ferrari,0.0,6,1959
756,Ferrari,0.0,6,1959
756,Ferrari,3.0,6,1959
746,Ferrari,2.0,25,1960
746,Ferrari,0.0,25,1960
746,Ferrari,0.0,25,1960
747,Ferrari,4.0,6,1960
747,Ferrari,1.0,6,1960
747,Ferrari,0.0,6,1960
747,Ferrari,0.0,6,1960
749,Ferrari,2.0,39,1960
749,Ferrari,1.0,39,1960
749,Ferrari,0.0,39,1960
750,Ferrari,3.0,13,1960
750,Ferrari,0.0,13,1960
750,Ferrari,0.0,13,1960
751,Ferrari,0.0,55,1960
751,Ferrari,0.0,55,1960
751,Ferrari,0.0,55,1960
752,Ferrari,1.0,9,1960
752,Ferrari,0.0,9,1960
753,Ferrari,3.0,59,1960
753,Ferrari,0.0,59,1960
754,Ferrari,8.0,14,1960
754,Ferrari,6.0,14,1960
754,Ferrari,4.0,14,1960
754,Ferrari,2.0,14,1960
756,Ferrari,6.0,6,1959
765,Ferrari,6.0,25,1958
805,Ferrari,6.0,66,1954
765,Ferrari,4.0,25,1958
766,Ferrari,6.0,6,1958
775,Ferrari,0.0,64,1958
776,Ferrari,1.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,1.0,25,1957
776,Ferrari,0.0,25,1957
776,Ferrari,0.0,25,1957
775,Ferrari,4.0,64,1958
777,Ferrari,2.0,6,1957
777,Ferrari,0.0,6,1957
777,Ferrari,0.0,6,1957
777,Ferrari,0.0,6,1957
779,Ferrari,7.0,53,1957
779,Ferrari,4.0,53,1957
779,Ferrari,3.0,53,1957
779,Ferrari,0.0,53,1957
780,Ferrari,6.0,58,1957
780,Ferrari,4.0,58,1957
780,Ferrari,3.0,58,1957
780,Ferrari,0.0,58,1957
777,Ferrari,0.0,6,1957
775,Ferrari,6.0,64,1958
774,Ferrari,0.0,14,1958
774,Ferrari,0.0,14,1958
766,Ferrari,4.0,6,1958
766,Ferrari,0.0,6,1958
766,Ferrari,1.0,6,1958
767,Ferrari,2.0,39,1958
767,Ferrari,0.0,39,1958
767,Ferrari,0.0,39,1958
769,Ferrari,7.0,13,1958
769,Ferrari,0.0,13,1958
769,Ferrari,0.0,13,1958
769,Ferrari,0.0,13,1958
770,Ferrari,9.0,55,1958
770,Ferrari,4.0,55,1958
770,Ferrari,2.0,55,1958
770,Ferrari,0.0,55,1958
771,Ferrari,8.0,9,1958
771,Ferrari,7.0,9,1958
771,Ferrari,0.0,9,1958
772,Ferrari,3.0,20,1958
772,Ferrari,0.0,20,1958
772,Ferrari,0.0,20,1958
772,Ferrari,0.0,20,1958
773,Ferrari,7.0,59,1958
773,Ferrari,2.0,59,1958
774,Ferrari,6.0,14,1958
774,Ferrari,5.0,14,1958
765,Ferrari,0.0,25,1958
805,Ferrari,0.0,66,1954
805,Ferrari,0.0,66,1954
805,Ferrari,0.0,66,1954
834,Ferrari,6.0,6,1950
834,Ferrari,3.0,6,1950
834,Ferrari,0.0,6,1950
834,Ferrari,0.0,6,1950
836,Ferrari,0.0,66,1950
836,Ferrari,0.0,66,1950
836,Ferrari,0.0,66,1950
837,Ferrari,2.0,13,1950
837,Ferrari,0.0,13,1950
838,Ferrari,4.0,55,1950
839,Ferrari,3.0,14,1950
832,Ferrari,0.0,67,1951
839,Ferrari,0.0,14,1950
839,Ferrari,0.0,14,1950
839,Ferrari,3.0,14,1950
728,Ferrari,2.0,56,1963
728,Ferrari,0.0,56,1963
337,Ferrari,25.0,3,2010
337,Ferrari,18.0,3,2010
338,Ferrari,15.0,1,2010
338,Ferrari,12.0,1,2010
339,Ferrari,6.0,2,2010
339,Ferrari,0.0,2,2010
340,Ferrari,12.0,17,2010
839,Ferrari,0.0,14,1950
832,Ferrari,0.0,67,1951
832,Ferrari,3.0,67,1951
832,Ferrari,6.0,67,1951
825,Ferrari,0.0,66,1951
827,Ferrari,6.0,13,1951
827,Ferrari,4.0,13,1951
827,Ferrari,0.0,13,1951
828,Ferrari,3.0,55,1951
828,Ferrari,4.0,55,1951
828,Ferrari,3.0,55,1951
828,Ferrari,0.0,55,1951
828,Ferrari,0.0,55,1951
828,Ferrari,3.0,55,1951
829,Ferrari,8.0,9,1951
829,Ferrari,4.0,9,1951
829,Ferrari,0.0,9,1951
829,Ferrari,0.0,9,1951
830,Ferrari,8.0,20,1951
830,Ferrari,4.0,20,1951
830,Ferrari,3.0,20,1951
830,Ferrari,2.0,20,1951
830,Ferrari,0.0,20,1951
831,Ferrari,8.0,14,1951
831,Ferrari,6.0,14,1951
831,Ferrari,3.0,14,1951
831,Ferrari,2.0,14,1951
831,Ferrari,0.0,14,1951
831,Ferrari,0.0,14,1951
340,Ferrari,2.0,17,2010
825,Ferrari,0.0,66,1951
341,Ferrari,18.0,4,2010
342,Ferrari,12.0,6,2010
842,Ferrari,10.0,2,2011
842,Ferrari,8.0,2,2011
843,Ferrari,8.0,17,2011
843,Ferrari,6.0,17,2011
844,Ferrari,15.0,5,2011
844,Ferrari,0.0,5,2011
845,Ferrari,10.0,4,2011
845,Ferrari,0.0,4,2011
846,Ferrari,18.0,6,2011
846,Ferrari,0.0,6,2011
847,Ferrari,8.0,7,2011
841,Ferrari,6.0,1,2011
847,Ferrari,0.0,7,2011
848,Ferrari,10.0,12,2011
849,Ferrari,25.0,9,2011
849,Ferrari,10.0,9,2011
850,Ferrari,18.0,20,2011
850,Ferrari,10.0,20,2011
851,Ferrari,15.0,11,2011
851,Ferrari,8.0,11,2011
852,Ferrari,12.0,13,2011
852,Ferrari,4.0,13,2011
853,Ferrari,15.0,14,2011
853,Ferrari,8.0,14,2011
848,Ferrari,18.0,12,2011
841,Ferrari,12.0,1,2011
355,Ferrari,1.0,24,2010
355,Ferrari,6.0,24,2010
342,Ferrari,8.0,6,2010
343,Ferrari,6.0,5,2010
343,Ferrari,4.0,5,2010
344,Ferrari,15.0,7,2010
344,Ferrari,0.0,7,2010
345,Ferrari,4.0,12,2010
345,Ferrari,0.0,12,2010
346,Ferrari,0.0,9,2010
346,Ferrari,0.0,9,2010
347,Ferrari,25.0,10,2010
347,Ferrari,18.0,10,2010
348,Ferrari,18.0,11,2010
348,Ferrari,12.0,11,2010
349,Ferrari,12.0,13,2010
349,Ferrari,0.0,13,2010
350,Ferrari,25.0,14,2010
350,Ferrari,15.0,14,2010
351,Ferrari,25.0,15,2010
351,Ferrari,4.0,15,2010
352,Ferrari,15.0,22,2010
352,Ferrari,0.0,22,2010
353,Ferrari,25.0,35,2010
353,Ferrari,15.0,35,2010
354,Ferrari,15.0,18,2010
354,Ferrari,0.0,18,2010
341,Ferrari,8.0,4,2010
744,Ferrari,0.0,14,1961
825,Ferrari,0.0,66,1951
825,Ferrari,6.0,66,1951
812,Ferrari,2.0,55,1953
812,Ferrari,0.0,55,1953
812,Ferrari,0.0,55,1953
813,Ferrari,8.5,9,1953
813,Ferrari,4.0,9,1953
813,Ferrari,2.0,9,1953
813,Ferrari,0.0,9,1953
813,Ferrari,0.0,9,1953
814,Ferrari,8.0,20,1953
814,Ferrari,4.0,20,1953
814,Ferrari,0.0,20,1953
812,Ferrari,3.0,55,1953
814,Ferrari,0.0,20,1953
814,Ferrari,0.0,20,1953
814,Ferrari,0.0,20,1953
814,Ferrari,0.0,20,1953
814,Ferrari,1.0,20,1953
815,Ferrari,9.0,66,1953
815,Ferrari,6.0,66,1953
815,Ferrari,4.0,66,1953
815,Ferrari,0.0,66,1953
815,Ferrari,0.0,66,1953
815,Ferrari,0.0,66,1953
815,Ferrari,0.0,66,1953
814,Ferrari,0.0,20,1953
812,Ferrari,8.0,55,1953
811,Ferrari,0.0,13,1953
811,Ferrari,0.0,13,1953
805,Ferrari,0.0,66,1954
805,Ferrari,0.0,66,1954
806,Ferrari,6.0,14,1954
806,Ferrari,2.0,14,1954
806,Ferrari,2.0,14,1954
806,Ferrari,0.0,14,1954
806,Ferrari,0.0,14,1954
806,Ferrari,0.0,14,1954
806,Ferrari,3.0,14,1954
807,Ferrari,8.0,67,1954
807,Ferrari,0.0,67,1954
807,Ferrari,0.0,67,1954
807,Ferrari,0.0,67,1954
808,Ferrari,9.0,25,1953
808,Ferrari,6.0,25,1953
808,Ferrari,3.0,25,1953
808,Ferrari,0.0,25,1953
810,Ferrari,8.0,39,1953
810,Ferrari,6.0,39,1953
810,Ferrari,3.0,39,1953
810,Ferrari,0.0,39,1953
810,Ferrari,1.0,39,1953
382,Ferrari,0.0,13,1988
811,Ferrari,6.0,13,1953
811,Ferrari,0.0,13,1953
815,Ferrari,0.0,66,1953
825,Ferrari,0.0,66,1951
816,Ferrari,6.0,14,1953
816,Ferrari,3.0,14,1953
821,Ferrari,0.0,9,1952
821,Ferrari,0.0,9,1952
821,Ferrari,0.0,9,1952
822,Ferrari,9.0,20,1952
822,Ferrari,6.0,20,1952
822,Ferrari,4.0,20,1952
822,Ferrari,3.0,20,1952
822,Ferrari,0.0,20,1952
822,Ferrari,0.0,20,1952
822,Ferrari,0.0,20,1952
823,Ferrari,9.0,39,1952
821,Ferrari,0.0,9,1952
823,Ferrari,6.0,39,1952
823,Ferrari,0.0,39,1952
824,Ferrari,8.5,14,1952
824,Ferrari,4.0,14,1952
824,Ferrari,3.0,14,1952
824,Ferrari,0.0,14,1952
824,Ferrari,0.0,14,1952
824,Ferrari,0.0,14,1952
824,Ferrari,0.0,14,1952
824,Ferrari,0.0,14,1952
824,Ferrari,0.0,14,1952
824,Ferrari,0.0,14,1952
823,Ferrari,4.0,39,1952
821,Ferrari,0.0,9,1952
821,Ferrari,6.0,9,1952
821,Ferrari,9.0,9,1952
816,Ferrari,0.0,14,1953
816,Ferrari,0.0,14,1953
816,Ferrari,0.0,14,1953
816,Ferrari,0.0,14,1953
817,Ferrari,9.0,66,1952
817,Ferrari,6.0,66,1952
817,Ferrari,0.0,66,1952
817,Ferrari,0.0,66,1952
817,Ferrari,0.0,66,1952
817,Ferrari,0.0,66,1952
817,Ferrari,0.0,66,1952
818,Ferrari,0.0,19,1952
819,Ferrari,9.0,13,1952
819,Ferrari,6.0,13,1952
819,Ferrari,0.0,13,1952
819,Ferrari,0.0,13,1952
819,Ferrari,0.0,13,1952
820,Ferrari,9.0,53,1952
820,Ferrari,6.0,53,1952
820,Ferrari,4.0,53,1952
820,Ferrari,0.0,53,1952
820,Ferrari,0.0,53,1952
820,Ferrari,0.0,53,1952
820,Ferrari,0.0,53,1952
820,Ferrari,0.0,53,1952
816,Ferrari,4.0,14,1953
382,Ferrari,0.0,13,1988
659,Ferrari,4.0,39,1969
109,Ferrari,3.0,2,2003
256,Ferrari,0.0,29,1995
256,Ferrari,0.0,29,1995
112,Ferrari,10.0,4,2003
181,Ferrari,1.0,8,1999
78,Ferrari,6.0,7,2005
308,Ferrari,2.0,6,1991
181,Ferrari,2.0,8,1999
79,Ferrari,10.0,19,2005
78,Ferrari,8.0,7,2005
8,Ferrari,1.0,9,2009
79,Ferrari,8.0,19,2005
8,Ferrari,5.0,9,2009
257,Ferrari,4.0,18,1994
180,Ferrari,0.0,7,1999
150,Ferrari,4.0,8,2001
180,Ferrari,4.0,7,1999
80,Ferrari,6.0,8,2005
80,Ferrari,0.0,8,2005
278,Ferrari,4.0,6,1993
308,Ferrari,4.0,6,1991
9,Ferrari,6.0,20,2009
112,Ferrari,6.0,4,2003
75,Ferrari,0.0,4,2005
254,Ferrari,3.0,28,1995
254,Ferrari,2.0,28,1995
75,Ferrari,0.0,4,2005
113,Ferrari,10.0,70,2003
149,Ferrari,2.0,20,2001
307,Ferrari,0.0,21,1991
183,Ferrari,10.0,70,1999
182,Ferrari,0.0,9,1999
10,Ferrari,8.0,11,2009
76,Ferrari,2.0,6,2005
76,Ferrari,1.0,6,2005
9,Ferrari,0.0,20,2009
150,Ferrari,10.0,8,2001
77,Ferrari,6.0,20,2005
182,Ferrari,6.0,9,1999
77,Ferrari,4.0,20,2005
255,Ferrari,0.0,22,1995
255,Ferrari,0.0,22,1995
111,Ferrari,6.0,21,2003
257,Ferrari,0.0,18,1994
7,Ferrari,0.0,5,2009
7,Ferrari,3.0,5,2009
177,Ferrari,0.0,21,1999
83,Ferrari,0.0,11,2005
260,Ferrari,4.0,6,1994
5,Ferrari,3.0,4,2009
260,Ferrari,2.0,6,1994
151,Ferrari,6.0,9,2001
177,Ferrari,10.0,21,1999
310,Ferrari,0.0,32,1991
84,Ferrari,0.0,5,2005
84,Ferrari,0.0,5,2005
4,Ferrari,0.0,3,2009
261,Ferrari,3.0,4,1994
176,Ferrari,2.0,18,1999
176,Ferrari,6.0,18,1999
151,Ferrari,4.0,9,2001
310,Ferrari,0.0,32,1991
4,Ferrari,3.0,3,2009
261,Ferrari,0.0,4,1994
85,Ferrari,0.0,14,2005
83,Ferrari,8.0,11,2005
10,Ferrari,0.0,11,2009
5,Ferrari,0.0,4,2009
259,Ferrari,0.0,21,1994
258,Ferrari,6.0,28,1994
179,Ferrari,3.0,4,1999
179,Ferrari,4.0,4,1999
277,Ferrari,0.0,4,1993
309,Ferrari,0.0,7,1991
81,Ferrari,3.0,9,2005
111,Ferrari,10.0,21,2003
81,Ferrari,2.0,9,2005
309,Ferrari,0.0,7,1991
258,Ferrari,0.0,28,1994
259,Ferrari,6.0,21,1994
110,Ferrari,0.0,18,2003
82,Ferrari,4.0,10,2005
82,Ferrari,0.0,10,2005
178,Ferrari,6.0,6,1999
6,Ferrari,5.0,6,2009
6,Ferrari,6.0,6,2009
178,Ferrari,10.0,6,1999
277,Ferrari,1.0,4,1993
110,Ferrari,0.0,18,2003
307,Ferrari,0.0,21,1991
183,Ferrari,0.0,70,1999
184,Ferrari,10.0,10,1999
115,Ferrari,4.0,7,2003
66,Ferrari,10.0,5,2006
66,Ferrari,6.0,5,2006
248,Ferrari,4.0,10,1995
115,Ferrari,10.0,7,2003
15,Ferrari,0.0,22,2009
67,Ferrari,10.0,14,2006
248,Ferrari,0.0,10,1995
189,Ferrari,6.0,2,1999
189,Ferrari,10.0,2,1999
279,Ferrari,0.0,7,1993
15,Ferrari,5.0,22,2009
68,Ferrari,10.0,17,2006
114,Ferrari,1.0,6,2003
249,Ferrari,4.0,11,1995
68,Ferrari,0.0,17,2006
188,Ferrari,0.0,20,1999
249,Ferrari,0.0,11,1995
14,Ferrari,0.0,15,2009
304,Ferrari,0.0,29,1992
69,Ferrari,8.0,22,2006
247,Ferrari,0.0,9,1995
190,Ferrari,6.0,22,1999
303,Ferrari,0.0,22,1992
191,Ferrari,0.0,1,1998
63,Ferrari,10.0,8,2006
356,Ferrari,0.0,36,1989
280,Ferrari,0.0,8,1993
63,Ferrari,6.0,8,2006
246,Ferrari,2.0,8,1995
191,Ferrari,3.0,1,1998
147,Ferrari,6.0,6,2001
64,Ferrari,10.0,10,2006
64,Ferrari,8.0,10,2006
246,Ferrari,0.0,8,1995
356,Ferrari,9.0,36,1989
247,Ferrari,6.0,9,1995
304,Ferrari,3.0,29,1992
65,Ferrari,2.0,11,2006
16,Ferrari,0.0,18,2009
65,Ferrari,1.0,11,2006
190,Ferrari,4.0,22,1999
16,Ferrari,3.0,18,2009
85,Ferrari,0.0,14,2005
188,Ferrari,0.0,20,1999
148,Ferrari,6.0,7,2001
148,Ferrari,0.0,7,2001
306,Ferrari,3.0,18,1991
252,Ferrari,3.0,27,1995
252,Ferrari,2.0,27,1995
73,Ferrari,0.0,3,2005
185,Ferrari,4.0,11,1999
73,Ferrari,0.0,3,2005
12,Ferrari,10.0,13,2009
149,Ferrari,10.0,20,2001
74,Ferrari,8.0,21,2005
253,Ferrari,6.0,20,1995
11,Ferrari,0.0,12,2009
306,Ferrari,1.0,18,1991
113,Ferrari,6.0,70,2003
74,Ferrari,0.0,21,2005
278,Ferrari,0.0,6,1993
253,Ferrari,0.0,20,1995
184,Ferrari,6.0,10,1999
11,Ferrari,6.0,12,2009
185,Ferrari,0.0,11,1999
14,Ferrari,0.0,15,2009
12,Ferrari,0.0,13,2009
13,Ferrari,6.0,14,2009
305,Ferrari,6.0,33,1991
305,Ferrari,0.0,33,1991
69,Ferrari,0.0,22,2006
70,Ferrari,10.0,18,2006
250,Ferrari,0.0,13,1995
70,Ferrari,5.0,18,2006
187,Ferrari,1.0,14,1999
250,Ferrari,0.0,13,1995
114,Ferrari,6.0,6,2003
71,Ferrari,8.0,1,2005
187,Ferrari,4.0,14,1999
186,Ferrari,0.0,13,1999
13,Ferrari,0.0,14,2009
251,Ferrari,0.0,14,1995
251,Ferrari,0.0,14,1995
71,Ferrari,0.0,1,2005
279,Ferrari,3.0,7,1993
186,Ferrari,3.0,13,1999
72,Ferrari,2.0,2,2005
72,Ferrari,0.0,2,2005
311,Ferrari,6.0,8,1991
311,Ferrari,3.0,8,1991
3,Ferrari,0.0,17,2009
97,Ferrari,8.0,7,2004
163,Ferrari,3.0,20,2000
317,Ferrari,4.0,27,1991
328,Ferrari,0.0,9,1990
163,Ferrari,10.0,20,2000
317,Ferrari,0.0,27,1991
162,Ferrari,2.0,4,2000
98,Ferrari,10.0,19,2004
98,Ferrari,8.0,19,2004
328,Ferrari,9.0,9,1990
162,Ferrari,4.0,4,2000
155,Ferrari,3.0,14,2001
327,Ferrari,0.0,34,1990
318,Ferrari,6.0,4,1991
161,Ferrari,0.0,9,2000
269,Ferrari,0.0,27,1994
161,Ferrari,4.0,9,2000
104,Ferrari,8.0,14,2004
327,Ferrari,9.0,34,1990
97,Ferrari,10.0,7,2004
318,Ferrari,3.0,4,1991
268,Ferrari,0.0,14,1994
274,Ferrari,0.0,18,1993
274,Ferrari,0.0,18,1993
95,Ferrari,6.0,6,2004
154,Ferrari,2.0,13,2001
331,Ferrari,6.0,13,1990
95,Ferrari,0.0,6,2004
330,Ferrari,0.0,11,1990
330,Ferrari,0.0,11,1990
316,Ferrari,4.0,14,1991
268,Ferrari,6.0,14,1994
165,Ferrari,6.0,7,2000
165,Ferrari,10.0,7,2000
96,Ferrari,10.0,20,2004
96,Ferrari,8.0,20,2004
164,Ferrari,0.0,6,2000
316,Ferrari,0.0,14,1991
105,Ferrari,10.0,17,2004
329,Ferrari,0.0,10,1990
155,Ferrari,6.0,14,2001
164,Ferrari,6.0,6,2000
329,Ferrari,3.0,10,1990
105,Ferrari,0.0,17,2004
104,Ferrari,10.0,14,2004
269,Ferrari,0.0,27,1994
320,Ferrari,0.5,29,1991
320,Ferrari,0.0,29,1991
271,Ferrari,4.0,22,1994
158,Ferrari,6.0,1,2000
101,Ferrari,10.0,10,2004
